Station_ID	Tide_Amp (ft)	calendar_year	min_date	max_date	90th%Upper_water_level (ft NAVD88)	10%thLower_water_level (ft NAVD88)	avg_water_level (ft NAVD88)	avg_flooding (ft)	90%thUpper_flooding (ft)	10%thLower_flooding (ft)	GEOID	std_deviation_water_level(ft NAVD88)	std_deviation_avg_flooding (ft)
BA03C-61	0.1871772	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.19	0.06	0.67	0.44	0.96	-0.17	GEOID99   	0.47	0.47
BA03C-61	0.1845621	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.59	0.18	0.88	0.65	1.36	-0.06	GEOID99   	0.55	0.55
BA03C-61	0.1902655	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.5	0.27	0.93	0.7	1.27	0.04	GEOID99   	0.47	0.47
BA03C-61	0.2051424	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.75	0.26	1.06	0.83	1.52	0.03	GEOID99   	0.57	0.57
BA03C-61	0.2121003	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.69	0.18	0.97	0.74	1.46	-0.05	GEOID99   	0.58	0.58
BA03C-61	0.1874662	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.44	0.33	0.95	0.72	1.21	0.1	GEOID99   	0.5	0.5
BA03C-61	0.2334679	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.57	0.43	1.06	0.83	1.34	0.2	GEOID99   	0.54	0.54
BA04-07	0.2199107	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.41	0.15	0.81	-0.09	0.51	-0.75		0.51	0.51
BA04-07	0.2400506	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.21	0.1	0.71	-0.2	0.31	-0.81		0.46	0.46
BA04-07	0.2471666	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.06	-0.14	0.53	-0.37	0.16	-1.04		0.48	0.48
BA04-07	0.2553777	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.02	-0.26	0.46	-0.44	0.12	-1.16		0.53	0.53
BA04-07	0.2700349	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.52	0	0.84	-0.06	0.62	-0.9		0.61	0.61
BA04-07	0.2947551	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.55	0.27	0.93	0.03	0.65	-0.63		0.52	0.52
BA04-07	0.3008929	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.53	0.2	0.9	0	0.63	-0.7		0.53	0.53
BA04-07	0.3285412	2005	1/1/2005 12:00:00 AM	12/31/2005 11:00:00 PM	1.43	0.3	0.88	-0.02	0.53	-0.6		0.44	0.44
BA04-07	0.3407193	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.44	0.2	0.87	-0.03	0.54	-0.7		0.51	0.51
BA04-07	0.347293	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.72	0.43	1.11	0.21	0.82	-0.47		0.51	0.51
BA04-07	0.3257842	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.83	0.43	1.19	0.29	0.93	-0.47		0.61	0.61
BA04-07	0.3954449	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.9	0.43	1.22	0.32	1	-0.47		0.58	0.58
BA04-07	0.3970845	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.89	0.32	1.17	0.27	0.99	-0.58		0.61	0.61
BA04-07	0.3908643	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.69	0.57	1.17	0.27	0.79	-0.33		0.5	0.5
BA04-07	0.3827366	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.84	0.62	1.27	0.37	0.94	-0.28		0.51	0.51
BA04-10	0.2867775	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.03	-0.02	0.54	-0.36	0.13	-0.92		0.43	0.43
BA04-10	0.3087015	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	0.86	-0.32	0.33	-0.58	-0.04	-1.22		0.48	0.48
BA04-10	0.3219777	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.09	-0.46	0.37	-0.53	0.19	-1.36		0.6	0.6
BA04-10	0.3337624	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.58	0.17	0.95	0.05	0.68	-0.73		0.58	0.58
BA04-10	0.3056386	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.68	-0.26	0.81	-0.09	0.78	-1.16		0.74	0.74
BA04-10	0.3634813	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.67	0.38	1.05	0.15	0.77	-0.52		0.52	0.52
BA04-10	0.3981997	2005	1/1/2005 12:00:00 AM	12/31/2005 11:00:00 PM	1.54	0.43	1	0.1	0.64	-0.47		0.43	0.43
BA04-10	0.3821929	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.78	0.44	1.14	0.24	0.88	-0.46		0.54	0.54
BA04-10	0.4047452	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.94	0.54	1.31	0.41	1.04	-0.36		0.56	0.56
BA04-10	0.3992986	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.22	1.02	1.63	0.1	0.69	-0.51		0.5	0.5
BA04-10	0.4181083	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.11	0.57	1.39	-0.14	0.58	-0.96		0.6	0.6
BA04-10	0.4031707	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.93	0.66	1.35	-0.18	0.4	-0.87		0.55	0.55
BA04-10	0.4170918	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.85	0.63	1.27	-0.26	0.32	-0.9		0.48	0.48
BA04-17	0.211844	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.36	0.19	0.8	0.2	0.76	-0.41		0.47	0.47
BA04-17	0.2108457	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.22	0.08	0.69	0.09	0.62	-0.52		0.45	0.46
BA04-17	0.2081198	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1	-0.15	0.49	-0.12	0.4	-0.74		0.44	0.44
BA04-17	0.2003883	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.13	-0.03	0.62	0.02	0.53	-0.63		0.47	0.47
BA04-17	0.2544657	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.62	0.14	0.95	0.35	1.02	-0.46		0.6	0.6
BA04-17	0.2856797	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.64	0.39	1.05	0.45	1.04	-0.21		0.5	0.5
BA04-17	0.2766002	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.61	0.38	1.03	0.43	1.01	-0.22		0.5	0.5
BA04-17	0.2981932	2005	1/1/2005 12:00:00 AM	12/31/2005 11:00:00 PM	1.61	0.42	1.06	0.46	1.01	-0.18		0.53	0.53
BA04-17	0.3262124	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.5	0.38	0.98	0.38	0.9	-0.22		0.45	0.45
BA04-17	0.3188474	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.69	0.44	1.09	0.49	1.09	-0.16		0.48	0.48
BA04-17	0.358972	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.95	0.75	1.35	0.03	0.63	-0.57		0.5	0.5
BA04-17	0.3748691	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.83	0.25	1.09	-0.23	0.51	-1.07		0.61	0.61
BA04-17	0.378368	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.61	0.33	1.04	-0.28	0.29	-0.99		0.55	0.55
BA04-17	0.3731754	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.71	0.57	1.18	-0.14	0.39	-0.75		0.46	0.46
BA04-55	0.4452614	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.53	0.09	0.82	-0.28	0.43	-1.02		0.57	0.57
BA04-55	0.4574885	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.36	0.15	0.79	-0.31	0.26	-0.95		0.49	0.49
BA04-55	0.4374555	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.19	-0.17	0.58	-0.53	0.09	-1.26		0.52	0.52
BA04-55	0.501038	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.5	-0.27	0.72	-0.38	0.4	-1.37		0.68	0.68
BA04-55	0.5104247	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.7	-0.02	0.88	-0.23	0.6	-1.12		0.68	0.68
BA04-55	0.5748579	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.63	0.18	0.92	-0.18	0.53	-0.92		0.58	0.58
BA04-55	0.6198736	2005	1/1/2005 12:00:00 AM	12/31/2005 11:00:00 PM	1.57	0.27	0.93	-0.17	0.47	-0.83		0.51	0.51
BA04-55	0.636787	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.87	0.45	1.18	0.08	0.77	-0.65		0.59	0.59
BA04-55	0.6338977	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	2.2	0.56	1.41	0.31	1.1	-0.54		0.64	0.64
BA04-55	0.6506276	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.4	0.99	1.72	0.62	1.3	-0.11		0.57	0.57
BA04-55	0.6451705	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.2	0.5	1.38	0.28	1.1	-0.6		0.66	0.66
BA04-55	0.621549	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.07	0.59	1.38	0.28	0.97	-0.51		0.63	0.63
BA04-56	0.5682463	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.62	-0.02	0.82	-0.09	0.72	-0.92		0.65	0.65
BA04-56	0.5920991	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.41	0.04	0.75	-0.16	0.51	-0.86		0.56	0.56
BA04-56	0.6530257	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.37	-0.03	0.69	-0.21	0.47	-0.93		0.57	0.57
BA04-56	0.6882207	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.67	-0.1	0.85	-0.05	0.77	-1		0.7	0.7
BA04-56	0.7226914	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.72	0.05	0.92	0.01	0.82	-0.85		0.65	0.65
BA04-56	0.7953419	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.92	0.2	1.08	-0.34	0.5	-1.22		0.67	0.67
BA04-56	0.8046121	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2	0.17	1.14	-0.28	0.58	-1.25		0.8	0.8
BA04-56	0.821876	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.05	0.25	1.19	-0.23	0.63	-1.17		0.72	0.72
BA04-56	0.799505	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.01	0.12	1.09	-0.33	0.59	-1.3		0.73	0.73
BA04-56	0.7554798	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.84	0.22	1.07	-0.35	0.42	-1.2		0.67	0.67
BA04-56	0.7350582	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.96	0.46	1.25	-0.17	0.54	-0.96		0.64	0.64
BA20-08	0.1040363	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.61	0.35	0.98	0.12	0.75	-0.52	GEOID99   	0.55	0.55
BA20-08	0.09048484	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.33	0.31	0.84	-0.02	0.47	-0.55	GEOID99   	0.42	0.42
BA20-08	0.09496354	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.48	0.06	0.79	-0.07	0.62	-0.8	GEOID99   	0.54	0.54
BA20-08	0.1035876	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.39	0.13	0.87	0.01	0.53	-0.73	GEOID99   	0.51	0.51
BA20-08	0.1129716	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.7	0.22	1.04	0.18	0.84	-0.64	GEOID99   	0.59	0.59
BA20-08	0.1324845	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.59	0.29	1	0.14	0.73	-0.57	GEOID99   	0.51	0.52
BA20-08	0.1248546	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.61	0.31	0.99	0.13	0.75	-0.55	GEOID99   	0.53	0.53
BA20-11	0.07628412	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.59	0.45	1.04	0.28	0.83	-0.31	GEOID99   	0.51	0.51
BA20-11	0.09960299	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.39	0.32	0.88	0.12	0.63	-0.44	GEOID99   	0.42	0.42
BA20-11	0.08840736	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.39	0.04	0.75	-0.01	0.63	-0.72	GEOID99   	0.51	0.51
BA20-11	0.07417946	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.45	0.08	0.82	0.06	0.69	-0.68	GEOID99   	0.54	0.54
BA20-11	0.09556881	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.72	0.3	1.09	0.33	0.96	-0.46	GEOID99   	0.59	0.59
BA20-11	0.1062684	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.46	0.3	0.9	0.14	0.7	-0.46	GEOID99   	0.46	0.46
BA20-11	0.1027265	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.53	0.24	0.9	0.14	0.77	-0.52	GEOID99   	0.52	0.52
BA20-20	0.1228015	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.72	0.44	1.07	0.01	0.66	-0.62	GEOID99   	0.55	0.55
BA20-20	0.1311647	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.46	0.4	0.95	-0.11	0.4	-0.66	GEOID99   	0.43	0.43
BA20-20	0.1385639	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.37	0.15	0.8	-0.26	0.31	-0.91	GEOID99   	0.45	0.45
BA20-20	0.1401058	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.45	0.13	0.91	-0.15	0.39	-0.93	GEOID99   	0.52	0.52
BA20-20	0.145022	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.73	0.3	1.06	0	0.67	-0.77	GEOID99   	0.58	0.58
BA20-20	0.1682778	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.75	0.47	1.16	0.1	0.69	-0.59	GEOID99   	0.51	0.51
BA20-20	0.1601596	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.81	0.5	1.18	0.12	0.75	-0.56	GEOID99   	0.53	0.53
BA20-90R	0.1489476	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.59	0.35	0.98	-0.43	0.18	-1.06	GEOID99   	0.53	0.53
BA20-90R	0.1638027	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.3	0.1	0.74	-0.67	-0.12	-1.31	GEOID99   	0.45	0.45
BA20-90R	0.1653414	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.39	0.08	0.85	-0.56	-0.02	-1.33	GEOID99   	0.52	0.52
BA20-90R	0.1783553	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.63	0.21	0.99	-0.42	0.22	-1.21	GEOID99   	0.57	0.57
BA20-90R	0.2008957	2003	1/1/2003 12:00:00 AM	12/8/2003 11:00:00 AM	1.56	0.25	0.96	-0.45	0.15	-1.17	GEOID99   	0.52	0.52
BA20-91R	0.07554276	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.62	0.51	1.08	0.12	0.66	-0.45	GEOID99   	0.51	0.51
BA20-91R	0.09708866	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.42	0.4	0.92	-0.04	0.46	-0.56	GEOID99   	0.41	0.41
BA20-91R	0.08679678	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.39	0.01	0.73	-0.23	0.43	-0.95	GEOID99   	0.5	0.5
BA20-91R	0.09473062	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.77	0.18	1.05	0.09	0.81	-0.78	GEOID99   	0.6	0.6
BA20-91R	0.09556204	2002	1/1/2002 12:00:00 AM	9/18/2002 3:00:00 PM	1.65	0.31	1.06	0.1	0.69	-0.64	GEOID99   	0.51	0.5
BA20-98R	0.1149167	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	2.04	0.33	1.17	0.36	1.23	-0.48	GEOID99   	0.75	0.75
BA20-98R	0.1281915	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.44	0.41	0.94	0.13	0.63	-0.4	GEOID99   	0.43	0.43
BA20-98R	0.1203264	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.25	-0.03	0.64	-0.17	0.44	-0.84	GEOID99   	0.5	0.5
BA20-98R	0.1323606	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.35	0.1	0.83	0.02	0.54	-0.71	GEOID99   	0.5	0.5
BA20-98R	0.1321747	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.65	0.15	0.96	0.15	0.84	-0.66	GEOID99   	0.62	0.62
BA23-01	0.1143014	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.27	0.39	0.82	0.82	1.27	0.39	GEOID99   	0.37	0.37
BA23-01	0.09354146	2003	1/1/2003 12:00:00 AM	9/24/2003 12:00:00 PM	1.45	0.18	0.86	0.55	1.05	0.12	GEOID99   	0.47	0.39
BA23-02R	0.1968496	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.15	0.08	0.66	0.66	1.15	0.08	GEOID99   	0.42	0.42
BS03A-01	0.01317846	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.84	0.82	1.36	0.16	0.64	-0.38	GEOID99   	0.42	0.42
BS03A-01	0.01256469	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	2.21	1.03	1.57	0.37	1.01	-0.17	GEOID99   	0.48	0.48
BS03A-01	0.007664553	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	2.36	0.96	1.59	0.39	1.16	-0.24	GEOID99   	0.5	0.51
BS03A-01	0.00693705	2004	1/1/2004 12:00:00 AM	10/18/2004 10:00:00 AM	2.41	0.95	1.54	0.34	1.21	-0.25	GEOID99   	0.56	0.56
BS03A-02	0.04509138	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.45	0.53	1	0.2	0.65	-0.27	GEOID99   	0.37	0.37
BS03A-02	0.04999923	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.61	0.43	1.06	0.26	0.81	-0.38	GEOID99   	0.49	0.49
BS03A-02	0.0205488	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.9	0.77	1.35	0.55	1.1	-0.03	GEOID99   	0.54	0.54
BS03A-02	0.05107229	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.88	0.55	1.14	0.34	1.08	-0.25	GEOID99   	0.49	0.49
BS03A-02	0.02671975	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	2.04	0.59	1.26	0.46	1.24	-0.21	GEOID99   	0.59	0.59
BS03A-03	0.02302236	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.9	0.79	1.38	0.08	0.6	-0.52	GEOID99   	0.46	0.46
BS03A-03	0.01155595	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	2.31	1	1.66	0.36	1.01	-0.3	GEOID99   	0.57	0.57
BS03A-03	0.003725739	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	2.17	0.77	1.38	0.08	0.87	-0.54	GEOID99   	0.49	0.49
BS03A-04	0.005667008	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.79	0.83	1.3	-0.3	0.19	-0.77	GEOID99   	0.37	0.37
BS03A-04	0.004869191	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.92	0.75	1.37	-0.23	0.32	-0.86	GEOID99   	0.46	0.46
BS03A-04	0.01071854	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	2.2	1.11	1.67	0.07	0.6	-0.49	GEOID99   	0.57	0.57
BS03A-04	0.009811458	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	2.16	1.01	1.58	-0.02	0.56	-0.59	GEOID99   	0.46	0.46
BS03A-04	0.009763082	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	2.26	1.21	1.67	0.07	0.66	-0.39	GEOID99   	0.44	0.44
BS03A-07R	0.01432333	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.61	0.74	1.19	0.29	0.71	-0.16		0.36	0.36
BS03A-07R	0.01151234	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.84	0.84	1.36	0.46	0.94	-0.06		0.55	0.55
BS03A-07R	0.01170308	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.88	0.65	1.26	0.36	0.98	-0.25		0.47	0.47
BS03A-07R	0.01639331	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	2.01	0.73	1.28	0.38	1.11	-0.17		0.54	0.54
BS03A-66R	0.003894904	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.64	1.08	1.36	0.1	0.38	-0.19		0.25	0.25
BS03A-66R	0.007285556	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.85	1.14	1.51	0.25	0.59	-0.12		0.37	0.37
BS03A-66R	0.00483121	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.9	0.94	1.46	0.2	0.64	-0.33		0.36	0.36
BS03A-66R	0.003406762	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.98	1.24	1.58	0.32	0.72	-0.02		0.42	0.42
BS08-09	0.2270473	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.36	0.11	0.7	-0.42	0.24	-1.01		0.51	0.51
BS08-09	0.2206261	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.04	-0.03	0.52	-0.6	-0.08	-1.15		0.43	0.43
BS08-09	0.2329164	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.25	-0.07	0.64	-0.48	0.13	-1.19		0.55	0.55
BS08-09	0.2351334	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.72	0.19	0.94	-0.18	0.6	-0.93		0.71	0.71
BS08-09	0.2910734	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.75	0.06	0.92	-0.2	0.63	-1.06		0.65	0.65
BS08-09	0.264743	2004	1/1/2004 12:00:00 AM	12/21/2004 12:00:00 PM	1.72	0.3	0.96	-0.16	0.6	-0.82		0.66	0.66
BS08-09	0.2847239	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.02	-0.18	0.42	-0.59	0.01	-1.19		0.51	0.51
BS08-09	0.2795379	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.5	-0.05	0.68	-0.41	0.39	-1.13		0.61	0.6
BS08-09	0.2797604	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.26	0.03	0.62	-0.52	0.12	-1.11		0.57	0.57
BS08-09	0.2471263	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.59	-0.03	0.78	-0.34	0.47	-1.15		0.62	0.62
BS08-09	0.2335521	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.33	-0.01	0.68	-0.44	0.21	-1.13		0.62	0.62
BS08-09	0.2804923	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.43	0.12	0.79	-0.33	0.31	-1		0.56	0.56
BS08-13	0.6190032	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.35	-0.26	0.56	-0.38	0.41	-1.2		0.64	0.64
BS08-13	0.6324657	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.29	-0.24	0.52	-0.42	0.35	-1.18		0.6	0.6
BS08-13	0.5729157	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.43	-0.18	0.64	-0.3	0.49	-1.12		0.63	0.63
BS08-13	0.6660164	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.58	-0.16	0.72	-0.22	0.64	-1.1		0.67	0.67
BS08-13	0.6693948	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.51	-0.3	0.64	-0.3	0.57	-1.24		0.7	0.7
BS08-13	0.6895176	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.68	-0.2	0.73	-0.21	0.74	-1.14		0.83	0.83
BS08-13	0.7355272	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.43	-0.31	0.59	-0.35	0.49	-1.25		0.71	0.71
BS08-13	0.6642631	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.03	0.46	1.28	0.34	1.09	-0.48		0.66	0.66
BS08-13	0.6690174	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.15	0.58	1.4	0.46	1.21	-0.36		0.64	0.64
BS08-20	0.0404866	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.51	0.41	0.93	-0.26	0.32	-0.78		0.46	0.46
CRMS0002-H01	0.2646283	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.68	0.15	0.86	0.42	1.24	-0.29	GEOID99   	0.69	0.69
CRMS0002-H01	0.2593308	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.7	0.1	0.89	0.44	1.26	-0.35	GEOID99   	0.64	0.65
CRMS0002-H01	0.2327211	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.5	-0.05	0.74	0.3	1.06	-0.5	GEOID99   	0.59	0.59
CRMS0002-H01	0.2321538	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.45	0.06	0.75	0.31	1.01	-0.38	GEOID99   	0.6	0.6
CRMS0002-H01	0.2401036	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.67	0.27	0.97	0.53	1.22	-0.17	GEOID99   	0.64	0.64
CRMS0003-H01	1.05656	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.78	-0.28	0.75	-0.61	0.41	-1.64	GEOID99   	0.86	0.86
